ID;DD;MM;ZZ;PP;DEPTO;MUNICIPIO;NOMBRE_PUESTO;MUJERES;HOMBRES;TOTAL;MESAS;COD.COM;COMUNA/LOCALIDAD;DIRECCION
1087;5;1;6;3;BOLIVAR;CARTAGENA;I.E NUEVO BOSQUE SEDE JOSE MARIA CORDOBA;1.560;1.511;3.071;5;1;LOC. 1 HISTORICA Y DEL CARIBE;NUEVO BOSQUE 1RA ETAPA TRANSV 47 A NRO 29E - 12
246;1;13;99;5;ANTIOQUIA;AMAGA;I.E PASCUAL CORREA F. SEDE BACHILLERATO;318;289;607;1;;ESPECIAL: I.E PASCUAL CORREA F. SEDE BACHILLERATO;VEREDA MINAS
2126;13;22;2;5;CORDOBA;LORICA;I.E PAULO VI;330;356;686;1;;ESPECIAL: I.E PAULO VI;CRA. 31 No. 20 - 14
540;1;154;0;0;ANTIOQUIA;ITUANGO;I.E PEDRO NEL OSPINA;2.426;2.614;5.040;8;;ESPECIAL: I.E PEDRO NEL OSPINA;CALLE BERRIO # 22-18
2097;13;10;99;23;CORDOBA;CERETE;I.E RETIRO DE LOS INDIOS;825;815;1.640;3;;ESPECIAL: I.E RETIRO DE LOS INDIOS;CORREGIMIENTO RETIRO DE LOS INDIOS
294;1;40;0;0;ANTIOQUIA;ARMENIA;I.E ROSA MESA DE MEJIA;420;449;869;2;;ESPECIAL: I.E ROSA MESA DE MEJIA;CALLE 10 No. 7-30 I.E. ROSA MESA DE MEJIA
268;1;34;99;1;ANTIOQUIA;ANZA;I.E RURAL ASCENCION MONTOYA DE TORRES;260;297;557;1;;ESPECIAL: I.E RURAL ASCENCION MONTOYA DE TORRES;CORREGIMIENTO GUINTAR
587;1;187;99;5;ANTIOQUIA;MUTATA;I.E RURAL LA INMACULADA CAUCHERAS;307;302;609;1;;ESPECIAL: I.E RURAL LA INMACULADA CAUCHERAS;CORREGIMIENTO CAUCHERAS
2082;13;7;0;2;CORDOBA;BUENAVISTA;I.E SAGRADO CORAZON DE JESUS;592;540;1.132;2;;ESPECIAL: I.E SAGRADO CORAZON DE JESUS;CALLE 12 No. 15-120
259;1;22;0;0;ANTIOQUIA;ANGELOPOLIS;I.E SAN JOSE;669;716;1.385;2;;ESPECIAL: I.E SAN JOSE;CALLE 9 N. 14 -03
425;1;103;3;2;ANTIOQUIA;COPACABANA;I.E SAN LUIS GONZAGA;498;484;982;2;;ESPECIAL: I.E SAN LUIS GONZAGA;CLL 50 No 62-78
504;1;148;0;0;ANTIOQUIA;HELICONIA;I.E SAN RAFAEL;537;581;1.118;2;;ESPECIAL: I.E SAN RAFAEL;CARRERA 19 N 21 CABECERA MUNICIPAL
2062;13;1;99;7;CORDOBA;MONTERIA;I.E SANTA CLARA DE ASSIS SEDE PRINCIPAL;232;221;453;1;13;CORREGIMIENTO 3 SANTA CLARA;IE STA CLARA DE ASIS SD PRIN - CGTO SANTA CLARA
906;3;1;37;1;ATLANTICO;BARRANQUILLA;I.E SANTA MAGDALENA SOFIA;586;515;1.101;2;5;LOCALIDAD NO.5 RIOMAR;CLL 84B No 76 -17
2098;13;10;99;33;CORDOBA;CERETE;I.E SEVERA;115;112;227;1;;ESPECIAL: I.E SEVERA;CORREGIMIENTO SEVERA
1249;5;40;2;2;BOLIVAR;MARIA LA BAJA;I.E TEC ACUICOLA SAN FRANCSICO;408;388;796;2;;ESPECIAL: I.E TEC ACUICOLA SAN FRANCSICO;KRA 14 # 26-02
3952;21;16;2;8;MAGDALENA;CIENAGA;I.E. 12 DE OCTUBRE;332;266;598;1;3;COMUNA 3 CIENAGA GRANDE;CALLE 22 CRA 4
382;1;80;3;1;ANTIOQUIA;CAREPA;I.E. ACAIDANA;916;762;1.678;3;;ESPECIAL: I.E. ACAIDANA;CL 67 NO 64 -61 BR. ACAIDANÃ
1515;9;1;1;4;CALDAS;MANIZALES;I.E. ADOLFO HOYOS OCAMPO;227;249;476;1;1;COMUNA 1 ATARDECERES;KR 13 #1A-15 MORROGACHO
1975;12;410;2;1;CESAR;EL COPEY;I.E. AGRICOLA SEDE LA ESPERANZA;823;792;1.615;3;;ESPECIAL: I.E. AGRICOLA SEDE LA ESPERANZA;CRA. 25 No. 7-51 BARRIO LA ESPERANZA
1976;12;410;2;2;CESAR;EL COPEY;I.E. AGRICOLA SEDE SAN MARTIN;580;556;1.136;2;;ESPECIAL: I.E. AGRICOLA SEDE SAN MARTIN;CRA. 9 No. 15-18 BARRIO SAN MARTIN
305;1;49;1;2;ANTIOQUIA;BELLO;I.E. ALBERTO DIAZ MUÑOZ;801;734;1.535;3;1;COMUNA 1 PARIS;CL 20 F 78 A 07
604;1;205;1;4;ANTIOQUIA;PUERTO BERRIO;I.E. ALFONSO LOPEZ PUMAREJO;1.149;1.188;2.337;4;;ESPECIAL: I.E. ALFONSO LOPEZ PUMAREJO;KR 6 NO 48 - 18
41;1;1;8;1;ANTIOQUIA;MEDELLIN;I.E. ALFONSO MORA NARANJO;644;611;1.255;2;4;COMUNA 4 ARANJUEZ;KR 48A # 77-68
2094;13;10;99;9;CORDOBA;CERETE;I.E. ALFONSO SPATH SPATH;816;800;1.616;3;;ESPECIAL: I.E. ALFONSO SPATH SPATH;CORREGIMIENTO DE MARTINEZ
2099;13;13;1;1;CORDOBA;CIENAGA DE ORO;I.E. ALIANZA PARA EL PROGRESO;2.113;2.143;4.256;7;;ESPECIAL: I.E. ALIANZA PARA EL PROGRESO;CL 8 KR 9 ESQ
560;1;166;1;5;ANTIOQUIA;LA ESTRELLA;I.E. ANA EVA ESCOBAR SEDE BACHILLERATO;362;511;873;2;;ESPECIAL: I.E. ANA EVA ESCOBAR SEDE BACHILLERATO;CALLE 95 SUR No. 55-31
3723;19;1;3;5;HUILA;NEIVA;I.E. ANGEL MARIA PAREDES;228;228;456;1;4;COMUNA 4;CL 9 # 14 - 18
721;1;280;1;1;ANTIOQUIA;TURBO;I.E. ANGEL MILAN PEREA;1.548;1.493;3.041;5;;ESPECIAL: I.E. ANGEL MILAN PEREA;CRA 18 CLL 98
402;1;88;1;8;ANTIOQUIA;CAUCASIA;I.E. ANTIOQUIA LA GRANDE;75;111;186;1;;ESPECIAL: I.E. ANTIOQUIA LA GRANDE;TRONCAL DE OCCIDENTE
5853;31;121;2;1;VALLE;YUMBO;I.E. ANTONIA SANTOS;37;343;380;1;2;COMUNA 2;CRA 4 NUM 7-18 BELALCAZAR
510;1;151;2;1;ANTIOQUIA;ITAGUI;I.E. ANTONIO JOSE DE SUCRE;1.221;6.903;8.124;12;1;COMUNA 1;CLL 37 # 42 - 10
1338;7;1;3;5;BOYACA;TUNJA;I.E. ANTONIO JOSE SANDOVAL GOMEZ;766;745;1.511;3;;ESPECIAL: I.E. ANTONIO JOSE SANDOVAL GOMEZ;DG 66C No. 2E - 36 BARRIO LOS MUISCAS
1117;5;1;12;5;BOLIVAR;CARTAGENA;I.E. ANTONIO NARIÑO;1.520;1.394;2.914;5;2;LOC. 2 LA VIRGEN Y TURISTICA;LA ESPERANZA CALLE ALFONSO LOPEZ No. 29-35
603;1;205;1;3;ANTIOQUIA;PUERTO BERRIO;I.E. ANTONIO NARIÑO;335;533;868;2;;ESPECIAL: I.E. ANTONIO NARIÑO;CLL 50 BARRIO EL CARMELO
5927;44;1;2;2;CAQUETA;FLORENCIA;I.E. ANTONIO RICAURTE;1.111;459;1.570;3;2;COMUNA 2 SUR;CRA 12 CLL 8 y 9 B/JUAN XXIII
5926;44;1;2;1;CAQUETA;FLORENCIA;I.E. ANTONIO RICAURTE SD JUAN XXIII;263;644;907;2;2;COMUNA 2 SUR;CRA 11 CLL 10 ESQUINA B/JUAN XXIII
711;1;270;1;1;ANTIOQUIA;TARAZA;I.E. ANTONIO ROLDAN BETANCUR;773;697;1.470;3;;ESPECIAL: I.E. ANTONIO ROLDAN BETANCUR;CRA. 36 No. 32 - 114 BARRIO GARZON
5133;28;260;1;2;SUCRE;SINCE;I.E. ANTONIO SANTOS;660;615;1.275;2;;ESPECIAL: I.E. ANTONIO SANTOS;CRA 2Âª No 1-05-BR AMORES NUEVOS
15;1;1;3;1;ANTIOQUIA;MEDELLIN;I.E. ASIA IGNACIANA;1.602;1.935;3.537;6;2;COMUNA 2 SANTA CRUZ;CL 122 # 51B-30
309;1;49;2;1;ANTIOQUIA;BELLO;I.E. ATANASIO GIRARDOT;633;6.505;7.138;11;2;COMUNA 2 MADERA;CL 24 A NO 59 A 114
1559;9;1;10;1;CALDAS;MANIZALES;I.E. ATANASIO GIRARDOT;766;713;1.479;3;9;COMUNA 9 UNIVERSITARIA;CL 67 #30C-33
505;1;150;0;0;ANTIOQUIA;HISPANIA;I.E. AURA MARIA VALENCIA;628;647;1.275;2;;ESPECIAL: I.E. AURA MARIA VALENCIA;CALLE 49 # 52-51
511;1;151;2;2;ANTIOQUIA;ITAGUI;I.E. AVELINO SALDARRIAGA GAVIRIA;4.820;568;5.388;8;1;COMUNA 1;CLL 39 No 49-77
535;1;151;8;2;ANTIOQUIA;ITAGUI;I.E. AVELINO SALDARRIAGA SEDE LA UNION;467;410;877;2;6;COMUNA 6;CLL 44 # 55D - 19
556;1;166;1;1;ANTIOQUIA;LA ESTRELLA;I.E. BAM SEDE JAIME ARANGO VELASQUEZ;102;346;448;1;;ESPECIAL: I.E. BAM SEDE JAIME ARANGO VELASQUEZ;CARRERA 63 No. 77 sur 83
567;1;166;2;6;ANTIOQUIA;LA ESTRELLA;I.E. BAM SEDE MANUELA BELTRAN;544;569;1.113;2;;ESPECIAL: I.E. BAM SEDE MANUELA BELTRAN;CARRERA 60 # 82 SUR 07
558;1;166;1;3;ANTIOQUIA;LA ESTRELLA;I.E. BAM SEDE RAFAEL POMBO;529;447;976;2;;ESPECIAL: I.E. BAM SEDE RAFAEL POMBO;CARRERA 60 No. 79 SUR 29
19;1;1;4;1;ANTIOQUIA;MEDELLIN;I.E. BARRIO SANTA CRUZ;2.002;1.963;3.965;6;2;COMUNA 2 SANTA CRUZ;CL 103 # 43A - 45
5928;44;1;2;3;CAQUETA;FLORENCIA;I.E. BARRIOS UNIDOS DEL SUR;935;869;1.804;3;2;COMUNA 2 SUR;CRA 13 CL 3C ESQ B/VERSALLES
1915;12;1;5;6;CESAR;VALLEDUPAR;I.E. BELLO HORIZONTE;2.325;2.087;4.412;7;5;COMUNA 5;CLL 5H No 49-06 CLL PPAL BELLO HORIZONTE
527;1;151;6;3;ANTIOQUIA;ITAGUI;I.E. BENEDIKTA ZUR NIEDEN;987;987;1.974;3;4;COMUNA 4;CL 80 # 57 - 16 SECTOR LAURELES DEL SUR
157;1;1;25;1;ANTIOQUIA;MEDELLIN;I.E. BLANQUIZAL;1.501;1.456;2.957;5;13;COMUNA 13 SAN JAVIER;CR 92DD 57F 41
607;1;205;2;3;ANTIOQUIA;PUERTO BERRIO;I.E. BOMBONA;475;400;875;2;;ESPECIAL: I.E. BOMBONA;CLL 64 KR 10 # 10 - 26 BR. URIBE
1537;9;1;6;2;CALDAS;MANIZALES;I.E. BOSQUES DEL NORTE;910;863;1.773;3;5;COMUNA 5 CIUDADELA DEL NORTE;CL 48E KR 3F
183;1;1;29;1;ANTIOQUIA;MEDELLIN;I.E. CAMILO C. RESTREPO;576;522;1.098;2;15;COMUNA 15 GUAYABAL;Cra 65 D # 24-40
1959;12;225;1;1;CESAR;CURUMANI;I.E. CAMILO TORRES RESTREPO;1.406;1.347;2.753;4;;ESPECIAL: I.E. CAMILO TORRES RESTREPO;CALLE 2 No 17-03
36;1;1;7;4;ANTIOQUIA;MEDELLIN;I.E. CAMPO VALDES;1.853;1.919;3.772;6;4;COMUNA 4 ARANJUEZ;CL 83 # 47-33
204;1;1;31;6;ANTIOQUIA;MEDELLIN;I.E. CAPILLA DEL ROSARIO;478;477;955;2;16;COMUNA 16 BELEN;CALLE 6 SUR No. 79 - 195
532;1;151;7;4;ANTIOQUIA;ITAGUI;I.E. CARLOS ENRIQUE CORTES;513;559;1.072;2;5;COMUNA 5;CL 63 # 54 B - 41
169;1;1;26;6;ANTIOQUIA;MEDELLIN;I.E. CARLOS VIECO ORTIZ;1.791;1.696;3.487;6;13;COMUNA 13 SAN JAVIER;CALLE 40 No. 105 - 36
5865;31;121;4;4;VALLE;YUMBO;I.E. CEAT GENERAL;630;586;1.216;2;4;COMUNA 4;CRA 7N NUM 4N-80 BELLAVISTA
125;1;1;19;4;ANTIOQUIA;MEDELLIN;I.E. CENTRO FORMATIVO DE ANTIOQUIA -CEFA;1.812;1.410;3.222;5;10;COMUNA 10 LA CANDELARIA;CL 50 # 41-55
502;1;142;2;3;ANTIOQUIA;GUARNE;I.E. CHAPARRAL SEDE CENTRAL;293;383;676;1;;ESPECIAL: I.E. CHAPARRAL SEDE CENTRAL;VEREDA CHAPARRAL
1514;9;1;1;3;CALDAS;MANIZALES;I.E. CHIPRE SEDE B;692;737;1.429;3;1;COMUNA 1 ATARDECERES;KR 13 #12-13 CHIPRE
328;1;49;7;2;ANTIOQUIA;BELLO;I.E. CIAL ANTONIO ROLDAN;260;258;518;1;7;COMUNA 7 ALTOS DE NIQUIA;DG 65 45DD 215
533;1;151;7;5;ANTIOQUIA;ITAGUI;I.E. CIUDAD ITAGaœa SEDE EL TABLAZO;198;198;396;1;5;COMUNA 5;CRA 55 A # 61 - 21
6373;64;28;1;1;PUTUMAYO;VALLE DEL GUAMUEZ (LA HORMIGA);I.E. CIUDAD LA HORMIGA SD S. FRANCISCO;1.994;2.006;4.000;6;;ESPECIAL: I.E. CIUDAD LA HORMIGA SD S. FRANCISCO;CL 7 ENTRE CRA. 3 Y 4
2546;15;247;1;3;CUNDINAMARCA;SOACHA;I.E. CIUDAD LATINA;1.222;1.165;2.387;4;1;COMUNA 1;CLL. 37 A SUR No. 15 i - 21
1154;5;1;20;4;BOLIVAR;CARTAGENA;I.E. CIUDADELA 2000;1.039;907;1.946;3;3;LOC.3 INDUSTRIAL DE LA BAHIA;Ciudadela 2000 Carrera 83 No. 9-100
61;1;1;11;1;ANTIOQUIA;MEDELLIN;I.E. CIUDADELA LAS AMERICAS;1.297;1.267;2.564;4;6;COMUNA 6 DOCE DE OCTUBRE;CL 111 # 79-77
5941;44;1;4;5;CAQUETA;FLORENCIA;I.E. CIUDADELA SIGLO XXI;616;445;1.061;2;4;COMUNA 4 ORIENTAL;CL16C-13K KRS 2F-2H BR. ABAS TURBAY
5939;44;1;4;3;CAQUETA;FLORENCIA;I.E. CIUDADELA SIGLO XXI SD EL TRIUNFO;314;279;593;1;4;COMUNA 4 ORIENTAL;CL 4 #3B-19 BR. EL TRIUNFO
2583;15;247;4;2;CUNDINAMARCA;SOACHA;I.E. CIUDADELA SUCRE;707;619;1.326;2;4;COMUNA 4;CRA 33 B ESTE CON CLL. 38
4706;27;1;4;5;SANTANDER;BUCARAMANGA;I.E. CLUB UNION SEDE A;342;333;675;1;3;COMUNA 3 SAN FRANCISCO;CLE 3 A # 10 - 36 BARRIO SAN RAFAEL
353;1;64;99;1;ANTIOQUIA;CACERES;I.E. COL. GUARUMO;345;357;702;2;;ESPECIAL: I.E. COL. GUARUMO;CORREGIMIENTO GUARUMO
4491;25;38;1;1;NORTE DE SAN;EL ZULIA;I.E. COLEGIO MARCO FIDEL SUAREZ;617;595;1.212;2;;ESPECIAL: I.E. COLEGIO MARCO FIDEL SUAREZ;CLL 8 No 1- 21 C E MARCO FIDEL SUAREZ
1865;11;88;1;2;CAUCA;TIMBIO;I.E. COLEGIO SAN CAYETANO;1.246;1.297;2.543;4;;ESPECIAL: I.E. COLEGIO SAN CAYETANO;CALLE 17 No 7-32
4242;23;139;3;1;NARIÑO;TUMACO;I.E. COLEGIO SANTA TERESITA;2.040;1.493;3.533;6;3;COMUNA 3;CL CALDAS-PQ NARIÑO-PLANTEL ED
2545;15;247;1;2;CUNDINAMARCA;SOACHA;I.E. COMPARTIR;869;867;1.736;3;1;COMUNA 1;TR. 17 No. 5 B - 10 SUR COMPARTIR
2549;15;247;1;6;CUNDINAMARCA;SOACHA;I.E. COMPARTIR PRIMARIA;917;854;1.771;3;1;COMUNA 1;CR. 15 A NO. 5 C - 16 SUR
333;1;49;8;4;ANTIOQUIA;BELLO;I.E. CONCEJO DE BELLO;839;835;1.674;3;8;COMUNA 8 NIQUIA;DIAG 56 45 42
146;1;1;23;2;ANTIOQUIA;MEDELLIN;I.E. CONCEJO DE MEDELLIN;496;538;1.034;2;12;COMUNA 12 LA AMERICA;KR 82 # 47A-65
563;1;166;2;2;ANTIOQUIA;LA ESTRELLA;I.E. CONCEJO MUNICIPAL;1.879;577;2.456;4;;ESPECIAL: I.E. CONCEJO MUNICIPAL;CALLE 87 SUR No. 55-270
519;1;151;4;4;ANTIOQUIA;ITAGUI;I.E. CONCEJO MUNICIPAL - SEDE BARILOCHE;255;154;409;1;3;COMUNA 3;CRA 64 # 25 - 01
1909;12;1;4;6;CESAR;VALLEDUPAR;I.E. CONSUELO ARAUJO NOGUERA;2.148;2.171;4.319;7;4;COMUNA 4;CR 38 CLL 20 CIUDADELA 450 AÑOS
1116;5;1;12;4;BOLIVAR;CARTAGENA;I.E. CORAZON DE MARIA - LAZARO MARTINEZ;534;510;1.044;2;2;LOC. 2 LA VIRGEN Y TURISTICA;LA MARIA SECTOR LOS CORALES CARRERA 34 CALLE 52
2092;13;10;99;5;CORDOBA;CERETE;I.E. CRISTOBAL COLON;256;268;524;1;;ESPECIAL: I.E. CRISTOBAL COLON;CORREGIMIENTO DE VENADOS CAMPANITO
2507;15;190;2;1;CUNDINAMARCA;PACHO;I.E. D. ANA FRANCISCA LARA SD SAN JOSE;361;452;813;2;;ESPECIAL: I.E. D. ANA FRANCISCA LARA SD SAN JOSE;CL 8 No. 6-19 BARRIO SAN JOSE
2453;15;142;1;2;CUNDINAMARCA;LA MESA;I.E. D. FRANCISCO JULIAN OLAYA SEDE A;1.406;1.434;2.840;5;;ESPECIAL: I.E. D. FRANCISCO JULIAN OLAYA SEDE A;CRA 10 CON CL 8 ESQ BARRIO SANTA BARBARA
2455;15;142;2;2;CUNDINAMARCA;LA MESA;I.E. D. FRANCISCO JULIAN OLAYA SEDE C;1.043;905;1.948;3;;ESPECIAL: I.E. D. FRANCISCO JULIAN OLAYA SEDE C;CLL 8 No 21B-58
5964;44;10;1;4;CAQUETA;SAN VICENTE DEL CAGUAN;I.E. DANTE ALIGHIERI SEDE ANTONIO NARIÑO;353;292;645;1;;ESPECIAL: I.E. DANTE ALIGHIERI SEDE ANTONIO NARIÑO;CUIDAD BOLIVAR COMUNA 4
5962;44;10;1;2;CAQUETA;SAN VICENTE DEL CAGUAN;I.E. DANTE ALIGHIERI SEDE DIEGO OMAR;912;873;1.785;3;;ESPECIAL: I.E. DANTE ALIGHIERI SEDE DIEGO OMAR;CLL 12A ESTE No 10-06 B. LA VICTORIA
4678;26;80;1;2;QUINDIO;QUIMBAYA;I.E. DE MERCADOTECNIA MARIA INMACULADA;247;234;481;1;;ESPECIAL: I.E. DE MERCADOTECNIA MARIA INMACULADA;CRA 4 N 11-29
220;1;1;99;3;ANTIOQUIA;MEDELLIN;I.E. DEBORA ARANGO PEREZ;1.411;1.421;2.832;5;17;CORREGIMIENTO ALTAVISTA;CL 18 103 160 ALTAVISTA
506;1;151;1;1;ANTIOQUIA;ITAGUI;I.E. DIEGO ECHAVARRIA MISAS;1.007;1.065;2.072;3;1;COMUNA 1;KR 48 # 48 - 48
57;1;1;10;3;ANTIOQUIA;MEDELLIN;I.E. DINAMARCA;1.658;1.685;3.343;5;5;COMUNA 5 CASTILLA;Calle 91 No 65-119
919;3;1;99;25;ATLANTICO;BARRANQUILLA;I.E. DISTRITAL JUAN MINA;734;657;1.391;2;1;LOCALIDAD NO.1 SUR OCCIDENTE;CRA 7 No 7 - 27
861;3;1;27;2;ATLANTICO;BARRANQUILLA;I.E. DISTRITAL LAS NIEVES 1;550;577;1.127;2;3;LOCALIDAD NO.3 SUR ORIENTE;CRA 15 No 23-115
407;1;88;2;5;ANTIOQUIA;CAUCASIA;I.E. DIVINO NIÑO PRINCIPAL;620;514;1.134;2;;ESPECIAL: I.E. DIVINO NIÑO PRINCIPAL;CRA 1B # 8A-01
408;1;88;2;6;ANTIOQUIA;CAUCASIA;I.E. DIVINO NIÑO SEDE CARACOLI;871;743;1.614;3;;ESPECIAL: I.E. DIVINO NIÑO SEDE CARACOLI;CRA 3 NO 3-26
409;1;88;2;7;ANTIOQUIA;CAUCASIA;I.E. DIVINO NIÑO SEDE SAN JOSE;302;281;583;1;;ESPECIAL: I.E. DIVINO NIÑO SEDE SAN JOSE;CRA 3A ENTRE CLL 9 Y 10 SUR BR
64;1;1;11;4;ANTIOQUIA;MEDELLIN;I.E. DOCE DE OCTUBRE;59;56;115;1;6;COMUNA 6 DOCE DE OCTUBRE;KR 77B # 103-05
1011;3;52;1;3;ATLANTICO;SOLEDAD;I.E. DOLORES MA.UCROS - SEDE 3;516;512;1.028;2;;ESPECIAL: I.E. DOLORES MA.UCROS - SEDE 3;CRA 20 No 15 - 14
698;1;259;1;1;ANTIOQUIA;SEGOVIA;I.E. DOMINGO SAVIO;1.024;1.001;2.025;3;;ESPECIAL: I.E. DOMINGO SAVIO;CLL 49 No 46-130
2671;15;340;90;1;CUNDINAMARCA;ZIPAQUIRA;I.E. DPTAL TECNICO INDUSTRIAL;29;31;60;1;;ESPECIAL: I.E. DPTAL TECNICO INDUSTRIAL;CL 2 NO 23 - 07 BR. JULIO CARO
3743;19;1;6;2;HUILA;NEIVA;I.E. EDUARDO SANTOS;1.364;1.198;2.562;4;9;COMUNA 9;CRA 5 No 80C-15
6274;52;43;1;1;META;PUERTO GAITAN;I.E. EDUCATIVA JORGE ELIECER GAITAN;2.701;3.351;6.052;9;;ESPECIAL: I.E. EDUCATIVA JORGE ELIECER GAITAN;CRA. 10 No. 13D - 33 BARRIO MANACACIAS
570;1;168;99;5;ANTIOQUIA;PUERTO NARE-LA MAGDALENA;I.E. EDUCATIVA RURAL LA SIERRA;431;449;880;2;;ESPECIAL: I.E. EDUCATIVA RURAL LA SIERRA;CRA 2 NRO.49-37 LA SIERRA
45;1;1;8;5;ANTIOQUIA;MEDELLIN;I.E. EL BOSQUE;1.329;1.332;2.661;4;4;COMUNA 4 ARANJUEZ;Cra 58 # 85B 81
2591;15;247;5;2;CUNDINAMARCA;SOACHA;I.E. EL BOSQUE;808;698;1.506;3;5;COMUNA 5;CLL. 32 CON CR 19 ESTE
2191;13;37;2;4;CORDOBA;SAHAGUN;I.E. EL CARMEN;479;480;959;2;;ESPECIAL: I.E. EL CARMEN;CL. 16 KR 4 ESQ BR EL CARMEN
3792;19;49;1;1;HUILA;LA PLATA;I.E. EL JARDIN;2.699;2.887;5.586;9;;ESPECIAL: I.E. EL JARDIN;KR 1E # 9-55
3729;19;1;4;3;HUILA;NEIVA;I.E. EL LIMONAR;1.175;1.143;2.318;4;6;COMUNA 6;CARRERA 37 No. 19SUR-21
4235;23;139;1;3;NARIÑO;TUMACO;I.E. EL MORRITO;156;125;281;1;1;COMUNA 1;B/ EL MORRITO - ESC. EL MORRIT
534;1;151;8;1;ANTIOQUIA;ITAGUI;I.E. EL ROSARIO;808;718;1.526;3;6;COMUNA 6;CLL. 47A # 59 - 37
1436;7;181;2;2;BOYACA;PAIPA;I.E. EL ROSARIO SEDE CENTRAL;747;643;1.390;2;;ESPECIAL: I.E. EL ROSARIO SEDE CENTRAL;KR 11 B #31-48 BR VILLA JARDIN
498;1;142;1;3;ANTIOQUIA;GUARNE;I.E. EL SANGO;1.381;1.454;2.835;5;;ESPECIAL: I.E. EL SANGO;VEREDA EL SANGO
66;1;1;11;6;ANTIOQUIA;MEDELLIN;I.E. EL TRIUNFO SANTA TERESA;914;883;1.797;3;6;COMUNA 6 DOCE DE OCTUBRE;CL 104 D 82 GG 20
488;1;133;2;3;ANTIOQUIA;GIRARDOTA;I.E. EMILIANO GARCIA;1.350;1.454;2.804;5;;ESPECIAL: I.E. EMILIANO GARCIA;CARRERA 16F No 9-63
6238;52;5;1;2;META;ACACIAS;I.E. ENRIQUE DANIELS;515;479;994;2;;ESPECIAL: I.E. ENRIQUE DANIELS;CALLE 16 NO 18 34 BARRIO SAN CRISTOBAL
522;1;151;5;2;ANTIOQUIA;ITAGUI;I.E. ENRIQUE VELEZ ESCOBAR;467;468;935;2;4;COMUNA 4;KR 52C # 72 - 69
446;1;118;0;0;ANTIOQUIA;ENTRERRIOS;I.E. ENTRERRIOS;1.756;1.959;3.715;6;;ESPECIAL: I.E. ENTRERRIOS;CRA 14 No. 10-17 SECTOR LA PEDRERA
356;1;64;99;29;ANTIOQUIA;CACERES;I.E. ESC. PIAMONTE;132;140;272;1;;ESPECIAL: I.E. ESC. PIAMONTE;CORREGIMIENTO PIAMONTE
4236;23;139;1;4;NARIÑO;TUMACO;I.E. ESCUELA LA CORDIALIDAD;600;499;1.099;2;1;COMUNA 1;B/ LA CORDIALIDAD - PLANTEL ED
544;1;157;0;0;ANTIOQUIA;JARDIN;I.E. ESCUELA MOISES ROJAS;1.607;1.700;3.307;5;;ESPECIAL: I.E. ESCUELA MOISES ROJAS;CLL.9 SANTANDER CON CR 2 GIRALDO
3737;19;1;5;3;HUILA;NEIVA;I.E. ESCUELA NORMAL SUPERIOR DE NEIVA;928;859;1.787;3;7;COMUNA 7;CL 8 # 36 - 20
6266;52;35;2;1;META;GRANADA;I.E. ESCUELA NORMAL SUPERIOR MARIA AUXIL;630;1.049;1.679;3;;ESPECIAL: I.E. ESCUELA NORMAL SUPERIOR MARIA AUXIL;CALLE 23 CON CRA. 13 ESQUINA
4239;23;139;2;2;NARIÑO;TUMACO;I.E. ESCUELA R.M. BISHOP;1.166;790;1.956;3;4;COMUNA 4;AV. LA PLAYA BARRIO LA PAZ
1573;9;1;12;4;CALDAS;MANIZALES;I.E. ESTAMBUL;547;589;1.136;2;11;COMUNA 11 LA MACARENA;KR 42 #11-05
517;1;151;4;2;ANTIOQUIA;ITAGUI;I.E. ESTEBAN OCHOA;582;508;1.090;2;3;COMUNA 3;KR 68 # 36 - 75
518;1;151;4;3;ANTIOQUIA;ITAGUI;I.E. ESTEBAN OCHOA SEDE 2;204;201;405;1;3;COMUNA 3;CRA 67 # 28-108
3760;19;22;1;1;HUILA;CAMPOALEGRE;I.E. EUGENIO FERRO FALLA;1.638;1.525;3.163;5;;ESPECIAL: I.E. EUGENIO FERRO FALLA;CLL 29 No 6 - 44
6061;48;1;1;2;LA GUAJIRA;RIOHACHA;I.E. EUSEBIO SEPTIMIO MARY;719;724;1.443;3;2;COMUNA 2 NUEVO CENTRO;CL 13 No 8-119
6057;46;880;1;2;CASANARE;VILLANUEVA;I.E. EZEQUIEL MORENO Y DIAZ SD MORICHAL;1.490;1.552;3.042;5;;ESPECIAL: I.E. EZEQUIEL MORENO Y DIAZ SD MORICHAL;CRA. 14 No. 20 - 21 MORICHAL
6056;46;880;1;1;CASANARE;VILLANUEVA;I.E. FABIO RIVEROS;1.719;1.666;3.385;5;;ESPECIAL: I.E. FABIO RIVEROS;CL 11 No. 14 -115 CENTRO
190;1;1;30;1;ANTIOQUIA;MEDELLIN;I.E. FATIMA NUTIBARA;608;615;1.223;2;16;COMUNA 16 BELEN;CARRERA 65A No. 32B - 120
367;1;70;5;1;ANTIOQUIA;CALDAS;I.E. FEDERICO ANGEL;201;1.022;1.223;2;;ESPECIAL: I.E. FEDERICO ANGEL;KR 49 # 139SUR - 31
514;1;151;3;3;ANTIOQUIA;ITAGUI;I.E. FELIPE DE RESTREPO;7.968;8.086;16.054;24;2;COMUNA 2;CLL 30 # 49 - 13
